Name,OpName,FwOps,BwOps,AccOps,Prev,Next,InputShapes,OutputShape,LinearWeightTrainable,LoraRank
reshape_1,misc,[],[],[],"{""'size_12"", ""'add_10""}","{'model_decoder_layers_0_final_layer_nor', 'add_1'}","[(2, 2048, 512), (1,)]","(4096, 512)",True,0
model_decoder_layers_0_final_layer_norm,VECln,"[['VECln', (4096, 512)]]","[['VECmul', (4096, 512)]]","[['VECadd', [1, 512]], ['VECadd', [1, 512]]]","{""'reshape_1""}",{'model_decoder_layers_0_fc'},"[(4096, 512)]","(4096, 512)",False,0
model_decoder_layers_0_fc1,Linear,"[['Linear', (4096, 512, 2048)]]","[['Linear', (4096, 2048, 512)]]",[],"{""'model_decoder_layers_0_final_layer_norm""}",{'model_decoder_layers_0_activation_f'},"[(4096, 512)]","(4096, 2048)",False,0
model_decoder_layers_0_activation_fn,VECrelu,"[['VECrelu', (4096, 2048)]]","[['VECrelu', (4096, 2048)]]",[],"{""'model_decoder_layers_0_fc1""}",{'model_decoder_layers_0_fc'},"[(4096, 2048)]","(4096, 2048)",True,0
model_decoder_layers_0_fc2,Linear,"[['Linear', (4096, 2048, 512)]]","[['Linear', (4096, 512, 2048)]]",[],"{""'model_decoder_layers_0_activation_fn""}",{'dropout_'},"[(4096, 2048)]","(4096, 512)",False,0
dropout_2,dropout,"[['MEM', ((4096, 512), (4096, 512))]]","[['MEM', ((4096, 512),)], ['MEM', ((4096, 512),)]]",[],"{""'model_decoder_layers_0_fc2""}",{'add_1'},"[(4096, 512)]","(4096, 512)",True,0
add_11,VECadd,"[['VECadd', (4096, 512)]]","[['MEM', ((4096, 512),)], ['MEM', ((4096, 512),)]]",[],"{""'dropout_2"", ""'reshape_1""}",{'view_1'},"[(4096, 512), (4096, 512)]","(4096, 512)",True,0
view_11,misc,[],[],[],"{""'size_11"", ""'add_11""}",{'model_decoder_final_layer_nor'},"[(4096, 512), (1,)]","(2, 2048, 512)",True,0
model_decoder_final_layer_norm,VECln,"[['VECln', (4096, 512)]]","[['VECmul', (4096, 512)]]","[['VECadd', [1, 512]], ['VECadd', [1, 512]]]","{""'view_11""}",{'model_decoder_project_ou'},"[(2, 2048, 512)]","(2, 2048, 512)",False,0
model_decoder_project_out,Linear,"[['Linear', (4096, 512, 2048)]]","[['Linear', (4096, 2048, 512)]]",[],"{""'model_decoder_final_layer_norm""}",{'lm_hea'},"[(2, 2048, 512)]","(2, 2048, 2048)",False,0
lm_head,Linear,"[['Linear', (4096, 2048, 50272)]]","[['Linear', (4096, 50272, 2048)]]",[],"{""'model_decoder_project_out""}",{'contiguous_'},"[(2, 2048, 2048)]","(2, 2048, 50272)",False,0
contiguous_3,contiguous,"[['MEM', ((2, 2048, 50272), (2, 2048, 50272))]]","[['MEM', ((2, 2048, 50272),)], ['MEM', ((2, 2048, 50272),)]]",[],"{""'lm_head""}",{'outpu'},"[(2, 2048, 50272)]","(2, 2048, 50272)",True,0
output,output,[],[],[],"{""'contiguous"", ""'contiguous_3"", ""'contiguous_1""}",set(),"[(2, 2048, 50272), (2, 8, 2048, 64), (2, 8, 2048, 64)]","(2, 2048, 50272)",True,0
